,Word,Definition
2336,enzyme, a soluble or chemical ferment. ptyalin pepsin diastase and rennet are good examples of enzymes.
2337,caving,of cave
2338,huke,an outer garment worn in europe in the middle ages.
2342,reforest,forest anew
2343,untrusty,not worthy of trust or belief
2344,goosefoot,any of various weeds of the genus chenopodium having small greenish flowers
2345,goosefoot,any of many flowering plants of the subfamily chenopodioideae having small greenish flowers
2346,goosefoot,a genus of herbs chenopodium mostly annual weeds pigweed
2347,goosefoot,a plant of some species of the genus chenopodium so called from the shape of the leaves
2348,goosefoot,the formation of the facial nerve in spreading into a leash of nerves in three principal divisions after its exit from the stylomastoid foramen translating the technical term pes anserinus
2349,goosefoot,any of various weeds of the genus chenopodium having small greenish flowers
2350,goosefoot,any of various weeds of the genus chenopodium having small greenish flowers
2351,dactylic,pertaining to  consisting chiefly or wholly of dactyls
2351,dactylic, as dactylic verses.
2352,dactylic,a line consisting chiefly or wholly of dactyls
2352,dactylic, as  these lines are dactylics.
2353,dactylic,dactylic meters.
2356,fm,modulation of the frequency of the (radio) carrier wave
2357,refining,of refine
2358,re-present,to present again
2358,re-present, as  to re-present the points of an argument.
2359,mono,informal infectious mononucleosis
2360,mono,informal monaural monophonic
2361,mono,abbreviation for monaural or monophonic having only a single audio channel
2362,mono,short name for the disease mononucleosis
2363,mono,uk australia a bicycle or motorcycle trick where the front wheel is lifted off the ground while riding
2364,mono,the black howler mycetes villosus a monkey of central america
2365,mono,the black howler or howling monkey mycetes villosus
2366,mono,a prefix in many words of greek origin or formation meaning single one
2367,mono,an acute disease characterized by fever and swollen lymph nodes and an abnormal increase of mononuclear leucocytes or monocytes in the bloodstream not highly contagious some believe it can be transmitted by kissing
2368,mono,designating sound transmission or recording or reproduction over a single channel
2369,mono,informal infectious mononucleosis
2370,mono,informal monaural monophonic
2371,mono,abbreviation for monaural or monophonic having only a single audio channel
2372,mono,short name for the disease mononucleosis
2373,mono,uk australia a bicycle or motorcycle trick where the front wheel is lifted off the ground while riding
2374,mono,the black howler mycetes villosus a monkey of central america
2375,mono,the black howler or howling monkey mycetes villosus
2376,mono,a prefix in many words of greek origin or formation meaning single one
2377,mono,an acute disease characterized by fever and swollen lymph nodes and an abnormal increase of mononuclear leucocytes or monocytes in the bloodstream not highly contagious some believe it can be transmitted by kissing
2378,mono,designating sound transmission or recording or reproduction over a single channel
2379,mono,designating sound transmission or recording or reproduction over a single channel
2380,catchphrase,a group of words often originating in popular culture that is spontaneously popularized after widespread repeated use
2381,catchphrase,a signature phrase of a particular person or group
2382,catchphrase,a phrase that has become a catchword
2383,catchphrase,a phrase that has become a catchword
2384,johnny-jump-up,common violet of the eastern united states with large pale blue or purple flowers resembling pansies
2385,petitionee,a person cited to answer  or defend against a petition.
2387,alpinia,perennial rhizomatous herbs of asia and australia and polynesia having ginger-scented rhizomes
2388,remarkable,worthy of being remarked or noticed
2388,remarkable, noticeable
2388,remarkable, conspicuous
2388,remarkable, hence  uncommon
2388,remarkable, extraordinary.
2389,salute,to address  as with expressions of kind wishes and courtesy
2389,salute, to greet
2389,salute, to hail.
2390,salute,hence  to give a sign of good will
2390,salute, to compliment by an act or ceremony as a kiss a bow etc.
2391,salute,to honor  as some day person or nation by a discharge of cannon or small arms by dipping colors by cheers etc.
2392,salute,to promote the welfare and safety of
2392,salute, to benefit
2392,salute, to gratify.
2393,salute,the act of saluting  or expressing kind wishes or respect
2393,salute, salutation
2393,salute, greeting.
2394,salute,a sign  token or ceremony expressing good will compliment or respect as a kiss a bow etc.
2395,salute,a token of respect or honor for some distinguished or official personage  for a foreign vessel or flag or for some festival or event as by presenting arms by a discharge of cannon volleys of small arms dipping the colors or the topsails etc.
2398,rock-bottom,well below normal (especially in price)
2399,stifler,one who  or that which stifles.
2400,stifler,see camouflet.
2402,apodeictically,alt. of apodictically
2403,handhold,a grip of or by the hand
2404,handhold,something that one can hold onto for support
2405,handhold,a projection that one may hold onto for support
2406,handhold,hold or grasp with the hand
2407,handhold,the handle of an anglers rod formed by that part of the butt which is just above the reel it is often wrapped with velvet ratan or cord
2408,handhold,in car building an iron bar firmly fixed to the side or end of a freight car to assist trainmen in boarding it a grab iron
2409,handhold,an appendage to hold onto
2410,handhold,an appendage to hold onto
2411,distinguished,used of a person's appearance or behavior
2411,distinguished, befitting an eminent person
2412,europeanise,"make (continental) european in customs, character, or ideas"
2413,allurer,one who  or that which allures.
2415,attracted,of attract
2416,intertie,in any framed work  a horizontal tie other than sill and plate or other principal ties securing uprights to one another.
2417,coo,to utter the murmuring sound of a dove or pigeon or a sound resembling it
2418,coo,to talk fondly or amorously in murmurs the visitors cooed over the newborn baby
2419,coo,to express or utter with soft murmuring sounds
2420,coo,cool
2421,coo,the murmuring sound made by a dove or pigeon
2422,coo,to make a soft murmuring sound as a pigeon
2423,coo,to speak in an admiring fashion to be enthusiastic about
2424,coo,expression of fright surprise approval etc
2425,coo,to make a low repeated cry or sound like the characteristic note of pigeons or doves
2426,coo,to show affection to act in a loving way
2427,coo,to utter a low plaintive murmuring sound imitated by the sound of the word characteristic of pigeons or doves
2428,coo,hence to converse affectionately like cooing doves make love in murmuring endearments commonly in the phrase to bill and coo
2429,coo,to utter by cooing
2430,coo,to call
2431,coo,the characteristic murmuring sound uttered by doves and pigeons
2432,coo,the sound made by a pigeon
2433,coo,cry softly as of pigeons
2434,coo,speak softly or lovingly
2435,coo,to utter the murmuring sound of a dove or pigeon or a sound resembling it
2436,coo,to talk fondly or amorously in murmurs the visitors cooed over the newborn baby
2437,coo,to express or utter with soft murmuring sounds
2438,coo,cool
2439,coo,the murmuring sound made by a dove or pigeon
2440,coo,to make a soft murmuring sound as a pigeon
2441,coo,to speak in an admiring fashion to be enthusiastic about
